comment,label
तेलाचे भाव ही कमी होतील.,0
काय आहे सरकारची योजना –,0
सध्या वेळी - जवळजवळ 50.,0
हे तयार करण्यासाठी आपल्या हवे:,0
यंदाच्या पावसाळ्यात मुंबई तुंबणार का?,0
तुमच्या कामाची प्रशंसा होईल.,1
आपण खोटे आश्वासन देत नाही.,0
यासंदर्भातअद्याप कोणतीही औपचारिक घोषणा केलेली नाही.,0
त्यांनी सर्वकाही एकत्र केले.,0
भारतीय संविधानाने केंद्र सरकारला अधिकारांमध्ये झुकते माप दिले आहे.,0
का कोसळला शेअर बाजार?,0
हे ही वाचा-,0
या बद्दल अधिक माहिती थोडे पुढे चर्चा करता येईल.,0
त्यामुळे आप्त नसलेल्या मृत माणसाची हाडे मिळविण्याचा हे लोक प्रयत्न करतात.,0
यादवी युद्धानंतर इ.,0
त्यामुळे परिसरात तणावाचे वातावरण आहे.,0
या हल्ल्यात ४० सीआरपीएफ जवान शहीद झाले.,0
फ्लश नीट चालत नाही.,0
यातील खरच काही समजत नाही.,0
लोक यांना मनापासून धोपटतील.,0
"आता, योहानान व सेनाधिकारी यांनी, पुरुष, स्त्रिया व मुले ह्यांना गोळा करुन मिसरला नेले. ह्या लोकांत राजकन्याही होत्या (नबूजरदानने गदल्याला ह्या लोकांवर लक्ष ठेवण्यासाठी नेमले होते. बाबेलच्या राजाच्या खास रक्षकांचा नबूजरदान प्रमुख होता) योहानानने संदेष्टा यिर्मया व नेरीयाचा मुलगा बारुख ह्यांनाही बरोबर नेले.",0
"या २४ पैकी १० कंपन्यांनी छोटय़ा प्रमाणात आयात केली होती, मात्र आयात करण्यात आलेल्या वस्तू आणि आयातीची किंमत या बाबी कंपन्यांनी बँकांना सादर केलेल्या पावत्यांशी जुळल्या नाहीत, असाही सीबीआयचा आरोप आहे.",0
सापांच्या अंगावरील काही खवले काढून. कासवांच्या कवचावर खाच पाडून. पालींच्या पायांची नखे कापून. सुसरी आणि मगरींची नखे कापून किंवा शेपटीवरील काटेरी खवले काढून त्यांच्यावर खुणा केल्या जातात.,-1
रक्तबंबाळ अवस्थेत ती विव्हळत होती.,-1
मिझोरममधील 60 मेगावॅट क्षमतेचा ‘ट्यूटीअल औष्णिक ऊर्जा प्रकल्प’ पंतप्रधानांच्या हस्ते उद्या राष्ट्रार्पण,0
घरामध्ये बंद करुन ठेवणं कुणालाही आवडणार नाही.,-1
""" पुष्टी करू शकता",0
आपण इतका वेळ प्रतीक्षा करावी लागणार नाही.,0
"फलकावर त्यांच्या स्वतःच्या छायाचित्रासह पंतप्रधान नरेंद्र मोदी, केंद्रीय गृहमंत्री अमित शहा, मुख्यमंत्री देवेंद्र फडणवीस आणि प्रदेशाध्यक्ष चंद्रकांत पाटील यांचे छायाचित्र आहे.",0
’ असे आश्चर्येद्गार पण काढले.,0
काय म्हणाले पीयूष गोयल?,0
आंदोरा हा विकसित व समृद्ध देश आहे.,1
मी या परिस्थितीत कसे निश्चित करू?,0
परंतु लेखक बाजे यांनी एक खंत व्यक्‍त केली.,0
उद्धव ठाकरेंची शरद पवारांवर कडाडून टीका,0
मोशेपेक्षा थोर असलेल्या येशूला स्वीकारणे,0
सीबीएफसीकडून अद्याप सिनेमाला सेन्सॉर सर्टिफिकेट मिळालेलं नाही.,0
त्यामुळे त्या दोघांमध्ये वाद होते असे.,0
मग आपण एक पूर्ण सिस्टीम रीबूट करणे आवश्यक आहे.,0
नवीन मित्र.,0
तो इतिहास आता नव्याने काढण्याची गरज नाही.,0
"पण, यहोवा त्याची इच्छा पूर्ण करण्यासाठी त्याच्या अफाट शक्‍तीचा उपयोग करतो हे आपण ओळखू शकतो.",1
"पण सत्य काही वेगळंच होतं """,0
या चित्रपटात अभिनय केलेले सुप्रसिद्ध अभिनेते पवन मल्होत्रा ही या पत्रकार परिषदेला उपस्थित होते.,0
मला वाटते त्‍याच गोष्‍टीमुळे मोठा फरक झाला.,0
त्याला काढणे आवडेल का?,0
आमच्या मुलांना जेवण दिले.,0
या सगळ्या भूमिकांमध्ये “तुघलक” मासिकाचे संपादक ही त्यांची भूमिका म्हणजे रत्नजडित मुकुटातील मौल्यवान रत्नासारखी होती.,0
"या कार्यक्रमास विद्यापीठातील सर्व विद्याशाखांचे संचालक, शिक्षक, अधिकारी, कर्मचारी मोठ्यासंख्येने सहभागी झाले होते.",0
"पेट्रोल, डिझेलच्या दराने अक्षरशः पेट घेतला असून जनतेमध्ये प्रचंड संताप खदखदत आहे.",-1
तिथे रस्तारोको करण्यात आला.,-1
त्यामुळे तो रद्द करण्याचा निर्णय झाला.,0
बॅग त्यांच्या हातातून घेऊन मी पळायला लागलो.,0
कंपनीचे महाव्यवस्थापक परमेश भट्टाचार्य आणि निरीक्षण मंडळाच्या एका सदस्यालाही अटक करण्यात आली आहे.,0
रणबीर कपूर आणि आलिया भट्ट यांच्या आगामी बहुचर्चीत ‘ब्रह्मास्त्र’ या चित्रपटाचे मोशन पोस्टर लॉन्च करण्यात आले आहे.,0
रेल्वे मंत्रालय रेल्वेच्या ऑनलाईन तिकीट आरक्षणावर सवलत नवी दिल्ली 29 मार्च 2017 डिजिटल व्यवहारांना प्रोत्साहन देण्यासाठी रेल्वेने तिकिटांच्या ऑनलाईन आरक्षणावर लागणारा सेवा कर रद्द केला आहे.,0
पोलिसांच्या वाहनाचेही मोठय़ा प्रमाणात नुकसान झाले होते.,0
रोनाल्डोने इन्स्टाग्रामवरून यासंदर्भात माहिती दिली आहे.,0
असंच एक वळण या चित्रपटात येतं.,0
राज्यात मुसळधार पावसामुळे 40 टक्के पिकाचे नुकसान झाले आहे.,-1
तेथील पाणी कधीच कमी होत नाही.,1
धोनीच्या जबरदस्त कामगिरीबद्दल त्याला सामनावीराचा किताब देण्यात आला.,1
अति खर्च टाळा,0
तिथे तुरळकच लोक होते.,0
जजची खरडपट्टी काढली होती.,0
"मात्र, या नंतर कोणत्याही प्रकारचे उत्तर न आल्याने तिने हे पैसे परत मागितले .",0
"मात्र, या तारखेमध्ये बदल करण्यात आला आहे.",0
संबंधित आकाशवाणी केंद्रांवरुन 25 ऑक्टोबर 2015 रोजी रात्री 8 वाजता प्रादेशिक भाषांमधून हा कार्यक्रम प्रसारित केला जाईल.,0
"अशा परिस्थितीत, आपला संपूर्ण भर मृत्यूदर कमी करण्यावर आहे. त्यासाठी वेळेत रुग्ण ओळखून त्या रुग्णांवर उपचार करण्याकडे लक्ष आहे.",1
"त्या स्त्रीने किरमिजी व जांभळी वस्त्रे घातली होती. तिने घातलेल्या सोने, जवाहिर व मोत्यांनी ती चमकत होती. तिच्या हातात सोन्याचा पेला होता, हा पेला वाईट गोष्टींनी आणि तिच्या लैंगिक पापांच्या अशुद्धतेने भरला होता.",-1
"तो पाप करीत नाही. त्याने लग्न करुन घ्यावे. परंतु जो स्वत: मनाचा खंबीर आहे व जो कोणत्याही दडपणाखाली नाही पण ज्याचा स्वत:च्या इच्छेवर ताबा आहे. व ज्याने आपल्या मनात विचार केला आहे की आपल्या कुमारिकेला ती जशी आहे तशीच ठेवावी म्हणजे तिच्याशी विवाह करु नये, तर तो चांगले करतो.",0
पेरणी पद्धतीने भात लागवड,0
"( यशया ५५: ९) शिवाय, बायबल यहोवाचे वर्णन या शब्दांत करते: “तो विश्‍वसनीय देव आहे. त्याच्या ठायी अनीति नाही. तो न्यायी [“ नीतिमान, ” NW] व सरळ आहे. ”",0
त्यांच्या वडीलांसोबत.,0
व्यवसायात दबदबा राहील.,0
विराटने शतक झाल्यानंतर त्याच्या अनोख्या शैलीने गळ्यातील अंगठी काढून पत्नी अनुष्का शर्माकडे इशारा करत किस केले.,0
शांततेच्या नोबेलसाठी भाजपकडून पंतप्रधान मोदींचे नामांकन,0
या हाणामारीचा व्हिडीओ चचांगलाच वायरल झाला आहे.,0
पण चर्चाच करणार नाही अशी भूमिका होती.,0
"तर आरोपी अक्षय ठाकूर, विनय शर्मा, पवन गुप्ता आणि मुकेश यांना दिल्ली उच्च न्यायालयाने फाशीची शिक्षा सुनावली होती.",0
ओपेक ही तेल उत्पादन करणाऱ्या देशांचे संघटना आहे.,0
याचे अद्याप उदघाटन देखील झाले नव्हते.,0
लोक हे अतिशय शहाणे आहेत.,0
"तो किती दिवस टिकेल, असा प्रश्न उपस्थित झाला.",0
त्यानंतर आरोपी फरारी झाले होते.,0
पाहा तिच्या या सुरेल आवाजाचा व्हिडिओ.,0
मात्र या चित्रपटाने प्रेक्षकांची निराशा केली होती.,0
पसंतीच्या किबाइंडिंग्स्ची सूची,0
काश्मीर खोऱ्यात हिजबुलचा कमांडर बुरहाण वाणी याला ठार मारण्यात आल्यानंतर हिंसाचाराच्या घटना घडत आहेत.,0
यात महिलांचे प्रमाण अधिक होते.,0
यामुळे मोठी जीवितहानी टळली.,1
आपल्या ट्विटरवर रिहानाने शेतकरी चळवळीशी संबंधित बातम्या शेअर करत लिहिले आहे की आम्ही याबद्दल बोलत का नाही?,0
मात्र त्यांना तेथे बॉक्‍स सापडला नाही.,0
माझ्यावर तिचे जिवापाड प्रेम होते.,1
मी घरी येते तेव्हा मला स्वतःबद्दल विचार करायला वेळच नसतो.,0
पंडित नेहरूंना दोष देणार्‍यांनी आत्मपरीक्षण केले तरी 20 जवानांचे बलिदान सार्थकी लागेल!,0
भीमा-कोरेगाव आणि एल्गार परिषदेचा संबंध नाही.,0
नदी-नाले विहिरी आटलेल्या असतात.,0
पुणे विभागीय आयुक्त डॉ. दीपक म्हैसकर यांनीच ही माहिती दिली.,0
जाण्या-येण्यात खूप वेळ जात असे.,0
"तो म्हणतो, “देवाने त्याला [येशूला] अत्युच्च केले, आणि सर्व नावांपेक्षा जे श्रेष्ठ नाव ते त्याला दिले. ”",1
संपर्ककरीता फोन क्रमांक लिहण्याजोगी नाही.,0
"काही दिवस गाठीभेटी झाल्यानंतर, त्यांनी लग्न केले.",0
अभिनेता सुशांत सिंह राजपूतच्या आत्महत्येनंतर बॉलिवूडमध्ये नेपोटिझमवर सध्या जोरदार चर्चा सुरु आहे.,0
तो सतत आमच्या बरोबर हिंडायचा.,0
शिवाय कोणाच्या दबावात येऊन ही कारवाई करण्यात आली नसल्याचंही ते म्हणाले.,0
असा देखील प्रश्न विचारण्यात आला आहे.,0
"ते म्हणाले की, आम्ही हे नाकारू शकत नाही.",0
या प्रकरणी अज्ञात लुटारूविरुध्द गुन्हा दाखल करण्यात आला असून त्याचा शोध सुरू आहे.,0
"यांनी संयुक्तपणे दाखल केलेल्या प्रस्तावित संयोजनास सीसीआय ने मान्यता दिली नवी दिल्‍ली, 11 ऑगस्‍ट 2020 भारतीय स्पर्धा आयोगाने (सीसीआय) केहिन कॉर्पोरेशन, निसिन कोग्यो कंपनी, लि., शोआ कॉर्पोरेशन आणि हिताची ऑटोमोटिव्ह सिस्टम्स, लि.",0
गणेशविसर्जनासाठी मुंबई पोलीस सज्ज झालेत.,0
( उडव १९ पहा ),0
त्यामुळे अनेक अपघातही झालेत.,-1
दररोज देवाच्या वचनाचे वाचन केल्याने आणि त्यावर मनन केल्याने तुम्हाला कोणता फायदा होऊ शकतो?,0
परभणी जिल्ह्यातील पाथरी हे साईबाबांचे जन्मस्थान असल्याच्या तर्काला शिर्डीतील नागरिकांनी विरोध केला आहे.,-1
परंतु त्यानंतरही परिस्थितीत फारसा फरक पडला नाही.,0
"या पार्श्वभूमीवर या सुरक्षा संस्था सायबर स्पेसवर अतिशय कडक नजर ठेवून असतात व जी कारवाई केली गेली ती कायद्यानुसारच होती, असे रेड्डी म्हणाले.",0
त्यासाठी आवश्यकता आहे ती जीवनकौशल्यांची.,1
सर्व जखमींना सेव्हन हिल्स हॉस्पिटलमध्ये दाखल करण्यात आलं आहे.,0
तर काही ठिकाणी मुसळधार पावसाचा इशारा देण्यात आला आहे.,0
या वाहिनीविरुद्धही ‘एफआयआर’ नोंदवण्यात आला आहे.,0
पुरवलेल्या?,0
"प्रशिक्षकाने काय करण्याची गरज आहे, आणि का?",0
मात्र चव्हाण यांनी ते फेटाळले आहे.,0
", मंगळावर जीवसृष्टी आहे का?",0
कर्नाटकातील निवडणूक निकालाच्या वेळी हे दिसून आले आहे.,0
रियाचे पित्यालाही आपल्या मुलांसाठी न्याय मागण्याचा अधिकार आहे.,0
या कार्यक्रमादरम्यान उद्धव ठाकरे आणि देवेंद्र फडणवीस यांनी भाषण केले.,0
मात्र त्यांना रुग्णालयात दाखल करेपर्यंत त्यांचा मृत्यू झाल्याचं डॉक्टरांनी सांगितलं.,-1
कारण एकाचा मृत्यू झालाच तरी आमच्याजवळ दोन मुले राहतील. ”,0
देखील मांडली इतर प्रकार आहेत.,0
वानखेडे स्टेडियमवर हा सामना रंगतोय.,0
गाडी बंद केली.,0
दर्शविलेले घटकाची क्रमवारी सूची,0
विद्यार्थ्यांना प्रशस्तीपत्रके व पदके देऊन गौरव करण्यात आला.,1
पूर्ण रस्ता चढणीचा होता.,0
स्पायनेलचा शुद्ध पारदर्शक खडा रंगविरहित असतो.,0
त्याचा जीवही कासावीस होऊ लागला.,-1
"या घटनेच्या पार्श्वभूमीवर 4,096 कि. मी. लांबीच्या भारत-बांगला सीमेवर सुरक्षा वाढविण्यात आली आहे.",0
""" आझमी म्हणाला.",0
"होय, एका अजब मार्गाने त्याला सत्याचा खजिना मिळाला होता!",1
प्रेशर कुकरच्या सेफ्टी व्हॉल्व्हसारखे ते असते.,0
थोडं रफ होऊ द्या!,0
त्याची राजधानी बर्लिन मध्ये स्थित होते.,0
वाहन अडकण्याचे प्रकार या मार्गावर होत नाहीत.,1
हसतमुखाने अभिवादन करणे साहाय्यक ठरू शकते.,1
त्याचे मी कौतुकच करतो.,1
कोल्हापूरच्या शिरोळ मतदार संघातील अपक्ष आमदार राजेंद्र पाटील यद्रावकर यांनी सोमवारी रात्री शिवसेना पक्षप्रमुख उद्धव ठाकरे यांची ‘मातोश्री’वर भेट घेऊन शिवसेनेला आपला पाठिंबा दर्शवला.,0
"राहुल गांधी यांनीच अध्यक्षपदी राहावे, असे आवाहन करण्यात आले होते.",0
"त्याने, “परमेश्‍वर याच्या दृष्टीने जे योग्य...",0
गडावर निवारा असा नाही.,0
माझ्या आत्महत्येसाठी कोणालाच जबाबदार धरू नये.,-1
"दरम्यान, अपघाताची माहिती मिळताच पोलीसांनी घटनास्थळी धाव घेतली.",0
यासाठी त्यांनी थेट भारताचे पंतप्रधान नरेंद्र मोदी यांना पत्र लिहले आहे.,0
तसेच त्याच्यावर दहा मिलियन अमेरिकी डॉलर्सचे बक्षीसही ठेवले आहे.,0
"कोलकात्याचे पोलीस आयुक्त राजीव कुमार यांना सीबीआय अटक करू शकत नाही, असं सुप्रीम कोर्टानं बजावलं आहे.",0
माझ्यात काहीच नाही.,0
या चित्रपटाला देखील प्रेक्षकांचा खूप चांगला प्रतिसाद मिळाला.,1
त्यामुळे पटोले यांनी विधानसभा अध्यक्षपदाचा राजीनामा दिला आहे.,0
या पध्दतीची इतर उदाहरणे -,0
मुले कोणाला आपला आदर्श समजतात आणि मोठ्या माणसांच्या वागणुकीतून ते काय शिकतात याचाही त्यांच्या चांगल्यावाईटाच्या जाणिवेवर प्रभाव पडतो. ”,0
त्यात सतरा चौकार व एका षटकाराचा समावेश होता.,0
ते संपूर्ण यूरोपात पाहायला मिळतात.,0
जीवनशैलीच्या चौकटीत राहून लोकसंख्या स्थिरीकरणाचा प्रयत्न -जे पी नड्डा,0
"मला हे प्रशिक्षण मिळाले, याचा मला खूप आनंद वाटतो. ”",0
मात्र त्यांनीही तो मागे घेतला आहे.,0
"तसेच, हा अहवाल लवकरात लवकर पटलावर ठेवावा अशी मागणी केली होती.",0
तथापि मार्क्सवादी कम्युनिस्ट पक्षाने जाहीर केले आहे की जर त्या पक्षाला पुरेश्या जागा मिळाल्या तर काँग्रेस पक्षाशी जुळवून घेउन सरकार स्थापण्यासाठीच्या वाटाघाटी करण्यास त्यांची तयारी आहे.,0
त्यानंतर एसीबीकडे तक्रार आली.,0
"मी सात वेळा विधानसभेवर, सात वेळा लोकसभा-राज्यसभेवर निवडून आलो.",0
तिने स्वतःसाठी एक कप कॉफी ओतून घेतली.,0
सुरुवात असल्याशिवाय एखादी गोष्ट अस्तित्वात कशी येऊ शकते हे समजणे त्याला कठीण जाते.,0
चीन प्रजासत्ताकाचे स्टेट कॉऊन्सिलर आणि सीमा प्रश्नासंबंधिचे चीनचे विशेष प्रतिनिधी यांग जियाची यांनी आज पंतप्रधान नरेंद्र मोदी यांची भेट घेतली.,0
आपल्या पाळीव प्राण्याचे संरक्षण,0
"खरेतर, मध्ययुगात देवाच्या वैयक्‍तिक नावाचा मोठ्या प्रमाणात उपयोग केला जात होता.",0
बिहार विधानसभा निवडणुकीबरोबरच गुजरात आणि मध्य प्रदेशच्या पोटनिवडणुकीत काँग्रेसच्या निराशाजनक कामगिरीबाबतही सिब्बल यांनी मत व्यक्त केले आहे.,0
"यावेळी महाराष्ट्राचे राज्यपाल सी. विद्यासागर राव, महाराष्ट्राचे मुख्यमंत्री देवेंद्र फडणवीस आणि केंद्रीय मानव संसाधन विकास मंत्री प्रकाश जावडेकर उपस्थित होते",0
त्यानंतर खंडपीठाने याचिकादारांना मुदत देऊन याविषयीची पुढची सुनावणी शुक्रवारी ठेवली.,0
सातव्या वेतन आयोगाने केलेल्या शिफारसींनुसार हा अतिरिक्त महागाई भत्ता वाढविण्यात आला आहे. वाढीव महागाई भत्त्यामुळे सरकारच्या तिजोरीवर या आर्थिक वर्षामध्ये उर्वरित 8 महिन्यांच्या म्हणजे जुलै 2017 ते फेब्रुवारी 2018 या काळात 3068.26 आणि 2045.50 कोटी रुपयांचा बोजा पडणार आहे.,0
""" त्यानं नुसती मान हलवली.",0
दोघांच्या विचारसरणीत कसलाच फरक नाही.,0
भागवतांच्या १०५ व्या जयंतीच्या निमित्ताने ऐसी अक्षरे या मराठी संस्थळाने त्यांच्यावर विशेषांक काढला.,1
या आरोपाची तक्रार सांगवी पोलिसांकडे नोंदविण्यात आली आहे.,0
या ठिकाणी वारंवार घटना घडत आहेत.,0
त्यामुळे जगातील सर्वात मोठ्या सरदार पटेल स्टेडियमची नवी कोरी खेळपट्टी निर्णायक ठरणार अशीच चिन्हे दिसत आहेत.,1
आरोपींना जामीन मिळतो.,0
मला तुझा आवाज खूप आवडतो.,0
त्यांनी आपल्या ट्विटर अकाऊंटवरून तसं ट्वीट केलं आहे.,0
या परीक्षांचे सुधारित वेळापत्रक विद्यापीठाच्या वेबसाइटवर लवकरच जाहीर करणार असल्याचे विद्यापीठ प्रशासनाने स्पष्ट केले आहे.,0
"भाजपाच्या नेतृत्वाखालील केंद्र सरकार “एनआरसी’च्या मुद्दयावरून मतपेढीचे राजकारण करत आहे, असा आरोप ममता बॅनर्जी यांनी केला आहे. भारतीय नागरिकांना त्यांच्या स्वतःच्या भूमीमध्येच शरणार्थी बनवले जात आहे, अशी टीका ममता बॅनर्जी यांनी केली आहे.",0
महिलांची विशेष.,0
हा हल्ला नेमका कोणी केला याबाबत अद्याप काहीही माहिती समोर आलेली नाही.,0
देवाचे सेवक या नात्याने आपल्याला सैतानाचे हे डावपेच माहीत आहेत.,1
"निती आयोग निती आयोगाने सुरू केले ‘पीच टू मूव्ह’ गतिशीलता क्षेत्रातील उद्योन्मुख स्टार्टअप्ससाठी ‘मोबिलिटी पीच स्पर्धा’ नवी दिल्ली, 14 ऑगस्ट 2018 उद्योन्मुख स्टार्टअप्सना त्यांच्या उद्योगविषयक कल्पना परीक्षकांसमोर सादर करण्याची संधी उपलब्ध करून देण्याच्या उद्देशाने नीती आयोगाने ‘पीच टू मूव्ह’ ही मोबिलिटी पीच स्पर्धा सुरू केली आहे.",1
तो अतिशय कौतुक आहे.,1
तर पाकिस्तानला अवघे दोनवेळा विजेतेपद मिळविता आले.,0
भारतात पहिली इंटरसिटी इलेक्ट्रीक बस सेवा सुरु,0
त्या काळात टीव्ही फक्त काही चॅनेल होते.,0
त्याचा खेळ तोपर्यंतही वाईट नव्हता.,1
"तथापि, त्यांना यश आलं नाही.",-1
काँग्रेसचा अध्यक्ष गांधी घराण्यातील व्हावा.,0
"मात्र, पंजाब, झारखंड,हिमाचल प्रदेश, ओडिशा, गुजरात, उत्तर प्रदेश, मध्य प्रदेश, छत्तीसगड आणि तेलंगणा या राज्यांतील जलसाठ्यांमधील पाण्याचे प्रमाण गेल्यावर्षीच्या तुलनेत कमी आहे",-1
आरोपींना ताब्यात घेऊन चौकशी केली असता त्यांनी खुनाची कबुली दिल्याची पोलिसांनी सांगितले.,0
"आजी म्हणाल्या, ""नको""",0
दोन्ही पक्षांनी युती .,0
यामुळे या विद्यार्थ्यांना दिलासा मिळणार आहे.,1
मी. असू शकते.,0
तुम्ही लंडनला कधी पोहोचलात?,0
"तथापि, हे याहून अधिक पुढे गेले नाही.",0
काही कारणच नाही.,0
न्यायालयाने केंद्र सरकारला नोटीस बजावून यावर सरकारचे मत मागवले आहे.,0
मोठ्या प्रमाणात रोजगार पुरवणाऱ्या क्षेत्रांपैकी एक क्षेत्र म्हणजे वस्त्रोद्योग क्षेत्र आहे.,1
त्यांची सुरक्षितता आपल्या दृष्टीने फार महत्त्वाची आहे.,0
बाहेरिल CMML फाइलपासून अध्याय लोड करा,0
"शिवसेनेच्या मुख्यमंत्र्याच्या नेतृत्वाखाली सरकार स्थापन होईल, असं राऊत यांनी सांगितलं.",0
"खरे पाहता, दासवर्गाला नेमलेले कार्य त्यांनी आजपर्यंत अगदी विश्‍वासूपणे पार पाडले आहे.",1
"पतीने गर्भवती पत्नीला लाथा-बुक्क्यांनी केलं ठार, कुटुंबीयांनी सांगितलं धक्कादायक कारण",-1
करोनाच्या आजाराला घाबरण्याची आवश्यकता नाही.,0
कुलपिता ईयोब अतिशय धनवान होता. पण जेव्हा त्याच्यावर संकट आले तेव्हा त्याची धनसंपत्ती काही कामाची नव्हती. एका झटक्यात ती नाहीशी झाली.,-1
"मुळीच नाही, कोणत्याही परिस्थितीत.",0
जग आपली वाट पाहत आहे.,0
आरोग्य चांगले राहण्यासाठी चांगल्या दर्जाचे अन्न गरजेचे असते.,1
त्यामुळे काँग्रेसच्या आमदारांची संख्या आता 78 वर पोहोचली आहे.,0
"व्यंकय्याजी शेतकऱ्याचे पुत्र आहेत.त्यांच्यासमवेत अनेक वर्षे काम करण्याचे सौभाग्य मला लाभले.गाव असो, गरीब असो, शेतकरी असो, या विषयांवर बारकाईने अभ्यास करत प्रत्येक वेळी ते आपल्याकडची माहिती देत राहिले.केंद्रीय मंत्रिमंडळातही ते नागरी विकास मंत्री होते.",1
” असे ट्विट चव्हाण यांनी केलं आहे.,0
त्यावर काहीही नाही.,0
सर्वप्रथम पोस्टल मतमपत्रिकांची मतमोजणी केली जाईल.,0
चालकाचे नियंत्रण सुटल्याने बस झाडावर आदळली.,0
संयुक्‍त राष्ट्राने फेटाळली हाफिझ सईदचे नाव दहशतवाद्यांच्या यादीतून वगळणारसाठी,0
आपल्यातील अनेकांच्या दिवसाची सुरूवात ही चहा आणि कॉफीने होत असते.,0
याची माहिती कंपनीकडून देण्यात आली आहे.,0
"स्पीकर महाशय, आज तीच भावना भारतीयांमध्ये रूजू पाहते आहे.",1
रोजी सायंकाळी मिरवणुकीचेे आयोजन करण्यात आले होते.,0
मी कोणत्याही देवळात ठरवून जात नाही.,0
353 धावांचा पाठलाग करायला उतरलेल्या ऑस्ट्रेलियन संघाने सावध सुरुवात केली.,0
"‘‘खोट्या बातम्यांमध्ये ‘सूत्रांनी सांगितले’ असे दिसले आणि त्यात नाव दिलेले नसेल, तर असे कोणतेही सूत्र अस्तित्वातच नसल्याची शक्यता जास्त असते.",0
"""आमचे ग्राहक ताइवानमध्ये आहेत,"" टॉमने समजवलं.",0
या सर्व गोष्टींमुळे मला यहोवाच्या साक्षीदारांबद्दल आणखी जाणून घ्यावसं वाटू लागलं.,0
ते कोणाचाही फोन देखील घेत नाहीत.,0
करोना संकटामुळे शेतकऱ्यांचे मोठे नुकसान झालेले आहे.,-1
हीच सर्वात जास्त चिंतेची बाब ठरणार आहे.,-1
माझ्या पटकन सुरू करा पट्टीमध्ये,0
जागतिक विकासामध्ये योगदान देण्याच्या पातळीवर जगाला भारताकडून मोठ्या अपेक्षा आहेत.,1
पोलिसांची त्यांची छायाचित्रे प्रसिध्द केली आहेत.,0
"शिवाय, त्या कला आणि अॅटिक्स संग्राहकही आहे.",0
तुम्हाला नक्की हे साधण जोडायचे?,0
येशूने रात्रभर प्रार्थना केली होती.,0
"यामध्ये भाजपला तीन, तर काँग्रेस, राष्ट्रवादीला प्रत्येकी एकेक जागा मिळणार आहे.",0
"त्यानंतर राज्यात भाजपची सत्ता आली असून, बी एस येडियुरप्पा यांनी मुख्यमंत्रीपदाची शपथ घेतली आहे.",0
भाजपची सत्ता येणार नाही,0
त्यामुळे ते चक्रावून गेले आहेत.,0
"पण, इतरांना हर्मगिदोनातून वाचण्यास मदत करण्याची आपल्याला मिळालेली संधी ही आजच्या काळाकरता खास आहे.",1
त्यामुळं राज्यात आता गुटख्याच्या विक्री आणि उत्पादनावर बंदी आली आहे.,0
परत कधीच येणार नाही.,0
परंतु आढावा घेण्यापलीकडे कोणताही ठोस निर्णय बैठकीत झाला नाही.,0
प्रतिकूल हवामान.,-1
हा संपूर्ण परिसर पाण्याने बाधित झाला होता.,-1
संजय लीला भन्साळी उत्तम चित्रपट दिग्दर्शक आहेत.,1
यामुळे प्रवाशांचे प्रचंड हाल होत असुन रस्ता वाहतुकीवर ताण पडत आहे.,-1
सर्वात जास्त प्राधान्यता,1
"पण, ही फक्त सुरुवात होती.",0
यहोवावर प्रीती करणे: आपली यहोवावर प्रीती असल्यामुळे आपण त्याची सेवा करण्याचे निवडतो.,0
विराट कोहलीबरोबरच चेतेश्वर पुजारा आणि अजिंक्य रहाणे यांनी अव्वल दहांमध्ये स्थान मिळविले.,1
आपण स्वत: ची गरज नाही,0
त्या त्याने कशाबशा वाचवल्या.,0
त्यात मयत 13 आहेत.,-1
केंद्रीय मंत्रिमंडळाची बैठक संपल्यानंतर केंद्रीयमंत्री प्रकाश जावडेकर यांनी यासंबधी माहिती दिली.,0
